1004	Vaccination	PRO	"#HIV is a challenging virus, and research toward a #vaccine has been filled with obstacles. But there are reasons for optimism, including a moderately effective experimental vaccine and hopes that it can be improved:  #AIDS"
1005	Vaccination	ANTI	"Any question about vaccines efficacy or safety has people losing their job or endlessly ridiculed so long as they continue. The science is not settled. Any actual scientist - not paid, coerced or forced to lie - knows it. But you knew that before typing your flippant tripe."
1006	Vaccination	PRO	"They also aren't used to ""mimic certain diseases"". They are the disease (inactive or attenuated). I don't think you understand how vaccines work."
1007	Vaccination	PRO	Can you imagine a world without vaccines ... #weneedvaccines
1008	Vaccination	ANTI	VIDEO - Sen. @RandPaul on Vaccines: ‘I Still Do Not Favor Giving up on Liberty for a False Sense of Security’  …
1010	Vaccination	PRO	"Glasgow health Economics Seminar Series (Ghess) this Thursday 23 May, 4pm @UniStrathclyde, Collins Building with Professor Mark Jit @LSHTM and @just_nonvignon @universityofghana on The Moral Mathematics of Valuing Vaccines, in collaboration with @CaledonianNews @uofg"
1013	Vaccination	PRO	#RT @jakpost: 'Killer' cells raise hope of universal flu vaccine #jakpost
1014	Vaccination	ANTI	Tiny #Measles outbreak proves #Vaccines don't work but shows #DonaldTrump has been bought out by #BigPharma; Mr. Independent becomes shill for #Pharmaceutical #Industry after years of skepticism: …
1015	Vaccination	PRO	You don’t make the flu vaccine you absolute clown
1016	Vaccination	ANTI	"Interesting take on the argument, if vaccines work so well then why get worked up over those whom aren't?"
1017	Vaccination	ANTI	"We need to communicate not only in ways people understand but also from sources THEY trust. Reading fiction from a celebrity on the dangers of vaccines seemed to compel more people than a scientist sharing facts. We can gripe it shouldn't be that way but, in fact, it is. 1/?"
1018	Vaccination	PRO	"No, I am saying the smallpox vaccine has been eradicated in humans. I should have been more clear. It now only exists in WHO designated research facilities, or, possibly, in some frozen corpse preserved for thousands of years. The latter is not very likely."
1019	Vaccination	ANTI	I posted in the chan about the Trump vaccine comment. A couple of anons think it’s to get the discussion rolling. Still don’t like what he said. Hope they are right. @RedPill78 @realDonaldTrump @IPOT1776 @beer_parade @prayingmedic @Jordan_Sather_
1020	Vaccination	PRO	Says the guy who not too long ago accepted the vaccines cause autism theory as fact.
1021	Vaccination	ANTI	Testing 2 vaccines aren't safe
1022	Vaccination	ANTI	"Not according to what I have read with Dr. Stephanie Cave’s book, “What Your Doctor May Not Tell You about Children’s Vaccinations “. Thimerosal is still used, especially in flu vaccines, which are still recommended for young children. Just follow the money. It’s not spurious."
1023	Vaccination	ANTI	You shills are all the same. You talk a lot but you don’t bring the proof. Chapter one of the shill playbook. Show me the textbook general practitioners used in their formal medical training with more than 4 pages on vaccines or admit there isn’t one.
1024	Vaccination	ANTI	"no, I think that there is just cause to distrust big pharma and the govt. I have a coworker who's daughter is allergic to eggs - so, she cannot get some vaccines because they are incubated in eggs. What if her parents did not know that? you have to be your own advocate"
1025	Vaccination	PRO	Absolute BS. The flu vaccine saves lives.
1026	Vaccination	ANTI	The @CDC has muddied the coding w/ ICD-10. Underdosing is new & included in the description; addl. reqts. for proper coding; & grouping of all vaccines=difficulty to distinguish b/t vaccines=corruption. It wouldn't be hard to code accurately if they wanted the truth. #HHSlawsuit
1027	Vaccination	ANTI	"the actual pre-cancer conditions are not decreased by 90%, nothing near. She's a liar. but more importantly actual cervical cancer (& deaths) increase because of this vaccine.  …"
1028	Vaccination	PRO	"Vaccines are already thousands of times safer than the diseases they prevent, how do you think they could be ""better""?"
1029	Vaccination	ANTI	"You can’t take any action against the doctor or anyone else with vaccine injury Did you not know this? Vaccination, end-to-end is a liability-free proposition for everyone EXCEPT the injured party They live with the injury for the rest of their lives..."
1030	Vaccination	PRO	"She just believes that’s doctors have rights to decide what’s best for their patients. Under this law, even if a sibling dies from a vaccine their other sibling will be forced. Epigenetics play a HUGE role in reactions to environmental factors such as gluten, dairy and medicines."
1031	Vaccination	PRO	Can we just make it a law? I am sick of hearing how vaccines cause autism. Last time idiots. VACCINES DO NOT CAUSE AUTISM. children today are 3rd or 4th generation to be vaccinated it would have shown up long before now. Do you have a clue how stupid you are by not vaccinating???
1032	Vaccination	PRO	the only thing u need to educate yourself about is that vaccines save lives?? ppl in developing countries are literally rushing their children to any available vaccines so that they don't DIE & ppl out here are rly spoiled enough to IGNORE ACTUAL FACTS???? incompetence
1033	Vaccination	PRO	"As Death Toll Rises In Ebola Outbreak, WHO Declines to Declare Global Health Emergency - Gizmodo UK: * As Death Toll Rises In Ebola Outbreak, WHO Declines to Declare Global Health Emergency Gizmodo UK * As Ebola outbreak rages, vaccine is 97.5%… "
1034	Vaccination	PRO	I wonder if anti vaxxers don’t get their pets vaccines either. or is it just their child they give 0 fucks about
1035	Vaccination	PRO	I had a pediatrician come into the ER with his kids and one question we always ask is your kid's vaccines up to date. He stood there with 4 kids and said i don't vaccinate my kids. Now imagine how many parents he convinced it was ok not to vaccinate.
1036	Vaccination	ANTI	no he's right. Scientist who did that research were employed by vaccine manufacturers. Independent scientists research proved vaccines cause major issues.
1038	Vaccination	PRO	I got measles in the 60s before the vaccine was widely distributed. Had a high fever for 3 days. Rash over entire body. At the time they used aspirin and cold cloths to keep the fever down. It's a wonder i survived.
1039	Vaccination	ANTI	"As Senator Pan pushes to force vaccinate every child in California (exemptions not allowed), more kids will develop Autoimmune Diseases due to vaccines. Some can be healed #bts #blackpink #exo #internist #boss #california #bitcoin #cali #xbox #seoul"
1040	Vaccination	PRO	"Do you have questions about the science behind #vaccination? Join us tomorrow night at @LindaHall_org for Everything You Want to Know About #Vaccines (But Were Afraid to Ask), a discussion featuring Dr. Barbara Pahud ( @UMKCmedschool & @ChildrensMercy)."
1042	Vaccination	PRO	Maybe now @jimmyfallon can do a “History of Medicine” segment with @jtimberlake? Go through all the diseases and such that vaccines minimized and/or eradicated.
1043	Vaccination	PRO	"Most people have no reaction to the flu vaccine. On the rare occasions there are reactions, health professionals are fully trained to treat symptoms. Allergic reactions are very rare. Get the facts on the flu vaccine:...  …"
1044	Vaccination	PRO	"#eVINIndia is a great example of how a programme can benefit not hundreds, not thousands, but millions: @f_pickup illustrates three lessons from #eVIN - a vaccine management programme from the country with the world's largest birth cohort of 27 million:  "
1045	Vaccination	PRO	"#vaccines #vaccineswork #vaxwithme ""For Blima Marcus and her fellow ultra-Orthodox Jewish nurses, a 40-page booklet about vaccines that’s been circulating in Brooklyn’s Williamsburg and Borough Park...  …"
1046	Vaccination	PRO	"You keep saying medical procedure like that matters. This is a simple shot, not surgery. Talk about what it is, without abstraction. A vaccine that is completely safe under the correct care and the harm done to the person is outweighed by killing people without it."
1047	Vaccination	ANTI	"Meaningless. His completely #unvaccinated kids have only a 1 in 715 autism rate, while the common #CDC accepted rate of autism for #vaccinated children is 1 in 45. Huge difference. Why do the unvaccinated kids have much lower autism? Pretty obvious that #Vaccines cause #autism."
1048	Vaccination	PRO	"The proof is in the billions of vaccine recipients who have been protected from preventable diseases. This is reinforced by certain stupid areas that deny the efficacy of vaccines, where breakouts of measles are occurring.  … Congrats, assholes"
1049	Vaccination	PRO	"Before the measles vaccine, so many children died or suffered permanent brain damage from measles encephalitis. If we don’t learn from history, we are doomed to repeat it!"
